owner,control,type,device,legacy_value,expected_class,status,note
image-carousel,_transform_flipY_effect_hover,choose,,,e-transform,verified,
image-carousel,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
image-carousel,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
image-carousel,_transform_scale_popover,popover_toggle,,,e-transform,verified,
image-carousel,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
image-carousel,_transform_skew_popover,popover_toggle,,,e-transform,verified,
image-carousel,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
image-carousel,_transform_translate_popover,popover_toggle,,,e-transform,verified,
image-carousel,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
image-carousel,animation_duration,select,,,animated-slow,verified,
image-carousel,arrows_position,select,,,elementor-arrows-position-inside,verified,
image-carousel,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
image-carousel,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
image-carousel,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
image-carousel,dots_position,select,,,elementor-pagination-position-outside,verified,
image-gallery,_element_width,select,,,elementor-widget__width-inherit,verified,
image-gallery,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
image-gallery,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
image-gallery,_position,select,,,elementor-absolute,verified,
image-gallery,_transform_flipX_effect,choose,,,e-transform,verified,
image-gallery,_transform_flipX_effect_hover,choose,,,e-transform,verified,
image-gallery,_transform_flipY_effect,choose,,,e-transform,verified,
image-gallery,_transform_flipY_effect_hover,choose,,,e-transform,verified,
image-gallery,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
image-gallery,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
image-gallery,_transform_scale_popover,popover_toggle,,,e-transform,verified,
image-gallery,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
image-gallery,_transform_skew_popover,popover_toggle,,,e-transform,verified,
image-gallery,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
image-gallery,_transform_translate_popover,popover_toggle,,,e-transform,verified,
image-gallery,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
image-gallery,animation_duration,select,,,animated-slow,verified,
image-gallery,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
image-gallery,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
image-gallery,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
image-gallery,image_spacing,select,,,gallery-spacing-custom,verified,
icon-list,_element_width,select,,,elementor-widget__width-inherit,verified,
icon-list,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
icon-list,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
icon-list,_position,select,,,elementor-absolute,verified,
icon-list,_transform_flipX_effect,choose,,,e-transform,verified,
icon-list,_transform_flipX_effect_hover,choose,,,e-transform,verified,
icon-list,_transform_flipY_effect,choose,,,e-transform,verified,
icon-list,_transform_flipY_effect_hover,choose,,,e-transform,verified,
icon-list,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
icon-list,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
icon-list,_transform_scale_popover,popover_toggle,,,e-transform,verified,
icon-list,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
icon-list,_transform_skew_popover,popover_toggle,,,e-transform,verified,
icon-list,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
icon-list,_transform_translate_popover,popover_toggle,,,e-transform,verified,
icon-list,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
icon-list,animation_duration,select,,,animated-slow,verified,
icon-list,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
icon-list,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
icon-list,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
icon-list,icon_align,choose,,,elementor-align-start,verified,
icon-list,icon_align_mobile,choose,mobile,,elementor-mobile-align-center,verified,
icon-list,icon_align_tablet,choose,tablet,,elementor-tablet-align-end,verified,
icon-list,link_click,select,,,elementor-list-item-link-full_width,verified,
icon-list,view,choose,,,elementor-icon-list--layout-traditional,verified,
icon-list,icon_align,choose,,left,elementor-align-start,verified,
icon-list,icon_align,choose,,right,elementor-align-end,verified,
counter,_element_width,select,,,elementor-widget__width-inherit,verified,
counter,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
counter,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
counter,_position,select,,,elementor-absolute,verified,
counter,_transform_flipX_effect,choose,,,e-transform,verified,
counter,_transform_flipX_effect_hover,choose,,,e-transform,verified,
counter,_transform_flipY_effect,choose,,,e-transform,verified,
counter,_transform_flipY_effect_hover,choose,,,e-transform,verified,
counter,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
counter,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
counter,_transform_scale_popover,popover_toggle,,,e-transform,verified,
counter,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
counter,_transform_skew_popover,popover_toggle,,,e-transform,verified,
counter,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
counter,_transform_translate_popover,popover_toggle,,,e-transform,verified,
counter,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
counter,animation_duration,select,,,animated-slow,verified,
counter,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
counter,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
counter,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
progress,_element_width,select,,,elementor-widget__width-inherit,verified,
progress,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
progress,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
progress,_position,select,,,elementor-absolute,verified,
progress,_transform_flipX_effect,choose,,,e-transform,verified,
progress,_transform_flipX_effect_hover,choose,,,e-transform,verified,
progress,_transform_flipY_effect,choose,,,e-transform,verified,
progress,_transform_flipY_effect_hover,choose,,,e-transform,verified,
progress,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
progress,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
progress,_transform_scale_popover,popover_toggle,,,e-transform,verified,
progress,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
progress,_transform_skew_popover,popover_toggle,,,e-transform,verified,
progress,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
progress,_transform_translate_popover,popover_toggle,,,e-transform,verified,
progress,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
progress,animation_duration,select,,,animated-slow,verified,
progress,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
progress,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
progress,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
testimonial,_element_width,select,,,elementor-widget__width-inherit,verified,
testimonial,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
testimonial,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
testimonial,_position,select,,,elementor-absolute,verified,
testimonial,_transform_flipX_effect,choose,,,e-transform,verified,
testimonial,_transform_flipX_effect_hover,choose,,,e-transform,verified,
testimonial,_transform_flipY_effect,choose,,,e-transform,verified,
testimonial,_transform_flipY_effect_hover,choose,,,e-transform,verified,
testimonial,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
testimonial,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
testimonial,_transform_scale_popover,popover_toggle,,,e-transform,verified,
testimonial,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
testimonial,_transform_skew_popover,popover_toggle,,,e-transform,verified,
testimonial,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
testimonial,_transform_translate_popover,popover_toggle,,,e-transform,verified,
testimonial,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
testimonial,animation_duration,select,,,animated-slow,verified,
testimonial,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
testimonial,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
testimonial,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
tabs,_element_width,select,,,elementor-widget__width-inherit,verified,
tabs,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
tabs,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
tabs,_position,select,,,elementor-absolute,verified,
tabs,_transform_flipX_effect,choose,,,e-transform,verified,
tabs,_transform_flipX_effect_hover,choose,,,e-transform,verified,
tabs,_transform_flipY_effect,choose,,,e-transform,verified,
tabs,_transform_flipY_effect_hover,choose,,,e-transform,verified,
tabs,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
tabs,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
tabs,_transform_scale_popover,popover_toggle,,,e-transform,verified,
tabs,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
tabs,_transform_skew_popover,popover_toggle,,,e-transform,verified,
tabs,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
tabs,_transform_translate_popover,popover_toggle,,,e-transform,verified,
tabs,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
tabs,animation_duration,select,,,animated-slow,verified,
tabs,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
tabs,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
tabs,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
tabs,tabs_align_horizontal,choose,,,elementor-tabs-alignment-center,verified,
tabs,tabs_align_vertical,choose,,,elementor-tabs-alignment-center,verified,
tabs,type,choose,,,elementor-tabs-view-vertical,verified,
accordion,_element_width,select,,,elementor-widget__width-inherit,verified,
accordion,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
accordion,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
accordion,_position,select,,,elementor-absolute,verified,
accordion,_transform_flipX_effect,choose,,,e-transform,verified,
accordion,_transform_flipX_effect_hover,choose,,,e-transform,verified,
accordion,_transform_flipY_effect,choose,,,e-transform,verified,
accordion,_transform_flipY_effect_hover,choose,,,e-transform,verified,
accordion,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
